OBS_ID START.[UT] END.[UT] MIDTIME EXP_TIME.[s] FILTER HELIO.[AU] HELIOV.[km/s] RANGE.[AU] PHASE[deg] MODCOR gOH[ph/s/molec] PHASECOR[0deg] Z[molec/cm2/s]
00030724001 2006-06-08T18:50:58 2006-06-08T18:51:26 2453895.2855555560 27.342720 B 0.73579794 0.24579897 18.683990 100.87195 0 0.00055235457 0.71686517 7.2967358e+17
00030724001 2006-06-08T18:53:59 2006-06-08T18:55:01 2453895.2878472228 60.216444 UVM2 0.73671897 0.24582509 19.412941 100.86961 0 0.00055097464 0.71681528 7.2747520e+17
00030724001 2006-06-08T18:50:25 2006-06-08T18:50:53 2453895.2851736117 27.331873 U 0.73564444 0.24579461 18.562498 100.87234 0 0.00055258506 0.71687349 7.3003997e+17
00030724001 2006-06-08T18:53:27 2006-06-08T18:53:55 2453895.2872800929 27.331854 V 0.73649104 0.24581863 19.232544 100.87019 0 0.00055131565 0.71682762 7.2801925e+17
00030724001 2006-06-08T18:49:26 2006-06-08T18:50:21 2453895.2846469912 53.903588 UVW1 0.73543279 0.24578875 18.373381 100.87291 0 0.00055290310 0.71688555 7.3054516e+17
00030724001 2006-06-08T18:51:31 2006-06-08T18:53:22 2453895.2864178247 109.02667 UVW2 0.73614449 0.24580880 18.958267 100.87107 0 0.00055183474 0.71684640 7.2884641e+17
00030725001 2006-06-08T20:27:57 2006-06-08T20:28:45 2453895.3530208338 47.019071 B 0.76291142 0.24632854 18.905780 100.81037 0 0.00051379688 0.71555625 6.6495711e+17
00030725001 2006-06-08T20:32:59 2006-06-08T20:35:01 2453895.3569444451 119.19176 UVM2 0.76448814 0.24637300 19.998963 100.80650 0 0.00051168017 0.71547418 6.6119368e+17
00030725001 2006-06-08T20:27:05 2006-06-08T20:27:52 2453895.3524131952 47.029937 U 0.76266724 0.24632228 18.585515 100.81115 0 0.00051412588 0.71557278 6.6553995e+17
00030725001 2006-06-08T20:32:07 2006-06-08T20:32:55 2453895.3559143525 47.019071 V 0.76407419 0.24636089 19.817531 100.80739 0 0.00051223461 0.71549305 6.6218172e+17
00030725001 2006-06-08T20:25:25 2006-06-08T20:27:00 2453895.3515335652 93.267137 UVW1 0.76231375 0.24631322 18.121893 100.81227 0 0.00051460270 0.71559672 6.6638368e+17
00030725001 2006-06-08T20:28:51 2006-06-08T20:32:02 2453895.3544733804 187.76536 UVW2 0.76349514 0.24634394 19.563730 100.80863 0 0.00051301171 0.71551945 6.6356385e+17
00030726001 2006-06-08T22:04:42 2006-06-08T22:05:25 2453895.4201793987 42.099978 B 0.78989786 0.24685481 18.838178 100.74931 0 0.00047929447 0.71426240 6.0054386e+17
00030726001 2006-06-08T22:09:14 2006-06-08T22:11:00 2453895.4236921300 104.75975 UVM2 0.79130925 0.24689346 20.283422 100.74534 0 0.00047758662 0.71417856 5.9880813e+17
00030726001 2006-06-08T22:03:55 2006-06-08T22:04:37 2453895.4196296302 42.099998 U 0.78967697 0.24684877 18.606965 100.74993 0 0.00047956259 0.71427564 6.0107110e+17
00030726001 2006-06-08T22:08:27 2006-06-08T22:09:09 2453895.4227777785 42.089112 V 0.79094187 0.24688335 19.930966 100.74635 0 0.00047803028 0.71419983 5.9922676e+17
00030726001 2006-06-08T22:02:25 2006-06-08T22:03:50 2453895.4188368060 83.439817 UVW1 0.78935842 0.24684007 18.273530 100.75083 0 0.00047994964 0.71429473 6.0183144e+17
00030726001 2006-06-08T22:05:31 2006-06-08T22:08:22 2453895.4214872690 168.07911 UVW2 0.79042335 0.24686917 19.388223 100.74782 0 0.00047865753 0.71423091 5.9981762e+17
00030727001 2006-06-08T23:40:43 2006-06-08T23:41:26 2453895.4868576396 42.110844 B 0.81668750 0.24737420 18.885903 100.68827 0 0.00044837049 0.71297313 5.6988900e+17
00030727001 2006-06-08T23:45:15 2006-06-08T23:47:00 2453895.4903645841 103.36931 UVM2 0.81809634 0.24741452 19.908008 100.68483 0 0.00044682790 0.71290065 5.6828359e+17
00030727001 2006-06-08T23:39:54 2006-06-08T23:40:37 2453895.4862905098 42.110824 U 0.81645966 0.24736769 18.720612 100.68883 0 0.00044862070 0.71298485 5.7014862e+17
00030727001 2006-06-08T23:44:28 2006-06-08T23:45:11 2453895.4894618061 42.099978 V 0.81773367 0.24740414 19.644892 100.68572 0 0.00044722424 0.71291930 5.6869686e+17
00030727001 2006-06-08T23:38:25 2006-06-08T23:39:50 2453895.4855034729 83.439837 UVW1 0.81614348 0.24735976 18.307705 100.68984 0 0.00044896830 0.71300627 5.7050893e+17
00030727001 2006-06-08T23:41:33 2006-06-08T23:44:23 2453895.4881712971 168.07917 UVW2 0.81721523 0.24738931 19.268771 100.68698 0 0.00044779172 0.71294597 5.6928763e+17
00030728001 2006-06-09T01:17:43 2006-06-09T01:18:26 2453895.5542187504 42.099998 B 0.84374734 0.24790267 19.021274 100.62677 0 0.00042007674 0.71167804 5.3905366e+17
00030728001 2006-06-09T01:22:14 2006-06-09T01:24:00 2453895.5577199077 104.34643 UVM2 0.84515365 0.24794221 20.018923 100.62329 0 0.00041868024 0.71160484 5.3745113e+17
00030728001 2006-06-09T01:16:55 2006-06-09T01:17:38 2453895.5536631951 42.110844 U 0.84352419 0.24789686 18.738506 100.62747 0 0.00042029898 0.71169267 5.3930795e+17
00030728001 2006-06-09T01:21:26 2006-06-09T01:22:09 2453895.5567997694 42.089132 V 0.84478406 0.24793134 19.884055 100.62406 0 0.00041904658 0.71162100 5.3787229e+17
00030728001 2006-06-09T01:15:26 2006-06-09T01:16:51 2453895.5528761577 83.428991 UVW1 0.84320806 0.24788864 18.337918 100.62845 0 0.00042061412 0.71171340 5.3966818e+17
00030728001 2006-06-09T01:18:32 2006-06-09T01:21:21 2453895.5555150467 167.08904 UVW2 0.84426802 0.24791622 19.681066 100.62515 0 0.00041955887 0.71164390 5.3846033e+17
00030729001 2006-06-09T02:53:42 2006-06-09T02:54:25 2453895.6208738433 42.099978 B 0.87051948 0.24842304 18.766508 100.56607 0 0.00039463995 0.71040368 5.0854617e+17
00030729001 2006-06-09T02:58:13 2006-06-09T03:00:00 2453895.6243807878 105.36721 UVM2 0.87192791 0.24846197 20.159323 100.56219 0 0.00039336637 0.71032219 5.0694123e+17
00030729001 2006-06-09T02:52:54 2006-06-09T02:53:37 2453895.6203182880 42.110844 U 0.87029636 0.24841687 18.545864 100.56669 0 0.00039484227 0.71041659 5.0880041e+17
00030729001 2006-06-09T02:57:26 2006-06-09T02:58:09 2453895.6234664358 42.078246 V 0.87156069 0.24845182 19.796180 100.56320 0 0.00039369783 0.71034343 5.0735968e+17
00030729001 2006-06-09T02:51:25 2006-06-09T02:52:50 2453895.6195312506 83.428971 UVW1 0.86998028 0.24840813 18.233285 100.56756 0 0.00039512917 0.71043488 5.0916060e+17
00030729001 2006-06-09T02:54:31 2006-06-09T02:57:21 2453895.6221759263 167.09061 UVW2 0.87104241 0.24843749 19.283642 100.56463 0 0.00039416636 0.71037342 5.0795027e+17
00030730001 2006-06-09T04:30:43 2006-06-09T04:31:26 2453895.6882465286 42.099998 B 0.89757545 0.24894998 19.104775 100.50409 0 0.00037121092 0.70910628 4.7771524e+17
00030730001 2006-06-09T04:35:15 2006-06-09T04:37:00 2453895.6917534731 103.27183 UVM2 0.89898363 0.24899059 20.030500 100.50076 0 0.00037004919 0.70903663 4.7611058e+17
00030730001 2006-06-09T04:29:55 2006-06-09T04:30:38 2453895.6876909724 42.110864 U 0.89735237 0.24894354 18.958126 100.50462 0 0.00037139546 0.70911731 4.7796944e+17
00030730001 2006-06-09T04:34:27 2006-06-09T04:35:10 2453895.6908391211 42.078266 V 0.89861648 0.24898000 19.789140 100.50163 0 0.00037035156 0.70905479 4.7652896e+17
00030730001 2006-06-09T04:28:26 2006-06-09T04:29:51 2453895.6869039359 83.428991 UVW1 0.89703633 0.24893547 18.561838 100.50561 0 0.00037165714 0.70913814 4.7832958e+17
00030730001 2006-06-09T04:31:33 2006-06-09T04:34:23 2453895.6895601861 167.10193 UVW2 0.89810294 0.24896519 19.451540 100.50284 0 0.00037077511 0.70908019 4.7711415e+17
00030731001 2006-06-09T06:06:44 2006-06-09T06:07:26 2453895.7549189823 42.110864 B 0.92434589 0.24947100 18.889123 100.44328 0 0.00035002433 0.70783739 4.4720968e+17
00030731001 2006-06-09T06:11:15 2006-06-09T06:13:00 2453895.7584201396 104.31456 UVM2 0.92575155 0.24950996 20.052726 100.43961 0 0.00034896246 0.70776095 4.4560790e+17
00030731001 2006-06-09T06:05:55 2006-06-09T06:06:38 2453895.7543576397 42.110844 U 0.92412052 0.24946505 18.614274 100.44397 0 0.00035019504 0.70785171 4.4746649e+17
00030731001 2006-06-09T06:10:28 2006-06-09T06:11:10 2453895.7575115748 42.089132 V 0.92538678 0.24949919 19.946902 100.44035 0 0.00034923755 0.70777622 4.4602356e+17
00030731001 2006-06-09T06:04:26 2006-06-09T06:05:50 2453895.7535648150 83.450703 UVW1 0.92380221 0.24945665 18.226085 100.44494 0 0.00035043635 0.70787193 4.4782922e+17
00030731001 2006-06-09T06:07:32 2006-06-09T06:10:23 2453895.7562210653 168.07708 UVW2 0.92486867 0.24948480 19.526660 100.44169 0 0.00034962884 0.70780419 4.4661396e+17
00030732001 2006-06-09T07:42:44 2006-06-09T07:43:27 2453895.8215914359 42.110864 B 0.95111174 0.24999086 18.726120 100.38235 0 0.00033060451 0.70656965 4.1670935e+17
00030732001 2006-06-09T07:47:15 2006-06-09T07:49:00 2453895.8250868060 103.82517 UVM2 0.95251483 0.25003009 20.028835 100.37852 0 0.00032963151 0.70649020 4.1511050e+17
00030732001 2006-06-09T07:41:55 2006-06-09T07:42:38 2453895.8210243061 42.110844 U 0.95088409 0.24998450 18.514752 100.38297 0 0.00033076279 0.70658254 4.1696877e+17
00030732001 2006-06-09T07:46:27 2006-06-09T07:47:10 2453895.8241724540 42.089132 V 0.95214779 0.25001983 19.688059 100.37952 0 0.00032988562 0.70651098 4.1552874e+17
00030732001 2006-06-09T07:40:26 2006-06-09T07:41:51 2453895.8202372692 83.439857 UVW1 0.95056816 0.24997567 18.221425 100.38383 0 0.00033098262 0.70660043 4.1732877e+17
00030732001 2006-06-09T07:43:32 2006-06-09T07:46:22 2453895.8228819454 167.10217 UVW2 0.95162977 0.25000535 19.207089 100.38094 0 0.00033024477 0.70654031 4.1611905e+17
00030733001 2006-06-09T09:19:44 2006-06-09T09:20:26 2453895.8889467595 42.110844 B 0.97814701 0.25051721 19.149860 100.32014 0 0.00031258508 0.70527940 3.8590201e+17
00030733001 2006-06-09T09:24:15 2006-06-09T09:26:01 2453895.8924537040 104.33614 UVM2 0.97955450 0.25055810 19.976482 100.31686 0 0.00031168770 0.70521142 3.8429814e+17
00030733001 2006-06-09T09:18:56 2006-06-09T09:19:38 2453895.8883912042 42.110844 U 0.97792404 0.25051156 18.854698 100.32086 0 0.00031272760 0.70529433 3.8615609e+17
00030733001 2006-06-09T09:23:28 2006-06-09T09:24:10 2453895.8915393525 42.099998 V 0.97918753 0.25054744 19.760960 100.31772 0 0.00031192130 0.70522914 3.8471631e+17
00030733001 2006-06-09T09:17:26 2006-06-09T09:18:51 2453895.8875983804 83.428991 UVW1 0.97760585 0.25050364 18.406229 100.32193 0 0.00031293116 0.70531632 3.8651868e+17
00030733001 2006-06-09T09:20:32 2006-06-09T09:23:23 2453895.8902488430 168.07699 UVW2 0.97866959 0.25053239 19.456774 100.31893 0 0.00031225145 0.70525416 3.8530652e+17
00030734001 2006-06-09T10:56:22 2006-06-09T10:57:07 2453895.9560706024 44.076308 B 1.0050847 0.25104345 18.985140 100.25884 0 0.00029605737 0.70401165 3.5808414e+17
00030734001 2006-06-09T11:01:07 2006-06-09T11:03:00 2453895.9597627320 111.29756 UVM2 1.0065662 0.25108476 20.169288 100.25499 0 0.00029518676 0.70393219 3.5723455e+17
00030734001 2006-06-09T10:55:33 2006-06-09T10:56:17 2453895.9554976858 44.065442 U 1.0048548 0.25103730 18.716412 100.25953 0 0.00029619282 0.70402596 3.5821598e+17
00030734001 2006-06-09T11:00:18 2006-06-09T11:01:03 2453895.9588020835 44.054616 V 1.0061807 0.25107333 20.086752 100.25574 0 0.00029541290 0.70394761 3.5745559e+17
00030734001 2006-06-09T10:53:59 2006-06-09T10:55:28 2453895.9546701396 88.326371 UVW1 1.0045227 0.25102841 18.328250 100.26053 0 0.00029638863 0.70404663 3.5840641e+17
00030734001 2006-06-09T10:57:13 2006-06-09T11:00:12 2453895.9574363427 170.65556 UVW2 1.0056327 0.25105812 19.625743 100.25719 0 0.00029573487 0.70397754 3.5776986e+17
Total of          757 images in       62015.0 s.
Total of           12 spectra in       3765.00 s.
Total of            5 visits more than 1d apart
